i wish i had bought this years ago  .
it saved my marriage  .
my wife and i are always lost and always balme each other  .
i am useless with a map  .
it is so easy to use , setup and navigate  .
i is up and running in minutes  .
the best thing is the points of interest  .
you can type in swim and it will find all the indoor and outdoor pools nearby and direct you  .
we discovered beaches and parks nearby that we did not even know existed  .
i tried the tom tom and this beats it hands down .
i would definitely feel comfortable recommending this one to a friend or loved one  .
it's a nice one for the price .
wife purchased the magellan roadmate 1412 for a gift for father's day  .
we live in ontario canada , and she purchased the unit at our local canadian tire , which had them marked down from $299  .
00 to $149  .
($150  .
00 off)  .
so far i just love this gps  .
the screen is a wopping 4  .
3 and the color and clarity of the touch screen is easy to see someone mentioned in one of these reviews , that the roadmate 1412 doesn't tell you what side of the street your destination is on mine does loud and clear , when i am about 5 or 600 feet from my destination  .
the ladies voice tells on which side , so maybe they've added this feature to the newer models i is disappointed to see that my new unit did not come with an a/c power chord to charge the unit in my home , as well as the unit not having a usb chord to up/download maps from my home pc  .
however , i found these accessories on e    bay for a mere $7  .
95 each , with $2  .
00 shipping , so no big deal really all in all , i'm very happy with this unit , and all it's simple to use capabilities  .
the only thing to see now , is how long it will last on a level of 1 to 10 , i'd have to rate this unit a very strong 9  .
if you find the magellan road mate 1412 on sale like my wife did , buy it , cause i truly feel it is the best bang for your buck hope this helps ,  .
i bought this from costco on father's day , and after instant rebate i got it for 150 bucks  .
it's the best at this price  .
immediately after that i did use in newyork , and i have already recovered investment  .
great for startes , no hassles , easy to use and clear instructions  .
if you are in us and speak english , then why to worry about other languages .
my lowrance gps died so i is looking for a new one  .
it's a simplistic gps in which you don't need extras such as blue    tooth , fm transmitter , picture viewer , or traffic updates  .
one thing i like about the 1412 is that it does not have a hard drive (less to break down)  .
the whole map is in an sd card  .
it's light and durable  .
i once dropped it and it still worked  .
the enunciation is better than other gps i tested and that's important because i live in hawaii where street names can be a tongue twister  .
also , inputting an address is easy as pie  .
some gps units cannot input an address if there is a dash involved in the street number (mio moov 300)  .
overall i'm happy with the unit  .
you can buy a more expensive one but if you're not going to use the extra features then it's money down the drain .
a good low end model , and well worth getting on sale if you want a device that will get you around with a minimum of hassle  .
if you want more , spend more .
i bought this unit 2 weeks ago from costco for $150 w/ the coupon regular price @ costco is $199 which still is not bad compared to $299 most other stores want  .
despite what others have said , this is a fantastic unit , especially for the $  .
i had a garmin c330 previously and this thing smokes it  .
i also have a garmin nuvi 200 i bought for my ball and chain  .
the mrs saw this unit in action and is immediately jealous  .
widescreen  .
the text to speech works great , doesn't sound like a robot like most others  .
this unit had by far the strongest gps signal lock out of any gps ive ever used  .
i turned the mount upside down and i keep the unit in my cup holder , and it works great ive even used this in my house try doing that with another unit my garmin will ask if im inside a building and it doesn't work until i go outside  .
the touch screen is very responsive and the unit processes button selections very quickly  .
this has navtech maps which have always seemed best in my opinion  .
the maps seem up to date i live in the phoenix area and there are many new roads and freeways not on my other units that are on this one  .
(someone complained about not being able to download new map updates this is because this is a brand new model and there are no updates available  .
) the minor gripes i have with this unit are as follows 1  .
who in their right mind would use an abc keyboard layout in place of the qwerty that were all familiar with  .
(at least it automatically greys out letters that arent possible to use)  .
it is fancy enough to say you are now arriving at best buy  .
but it does not say what side of the street the destination is on  .
this is not the end of the world , but most other inexpensive units have this  .
these are really the only cons i can think of at the moment i is hesitant to buy a magellan since ive always used garmin but i like this unit so much i just bought a magellan maestro 3200 for my parents  .
(i stole it from best buy today  .
it came w/ a $30 bag/case and the whole bundle only cost me $129  .
(same interface , smaller screen , no text to speech but still a solid deal  .
) there are alot of people complaining about gps systems not having bluetooth or mp3 players or picture viewers  .
who cares  .
you get what you pay for  .
talk about wanting a filet mignon on a big mac budget  .
there is no such thing as a perfect gps unit non of them are completely accurate all of the time but if you want a great unit at a great price , check out the 1412  .
be thankful that its only $199 instead of $499 like a similar gps would have cost just 1 year ago  .
happy travels  .
great product    i'd buy it again if i is in the market  .
however , like i said , the street names and exit numbers are quite garbled   instead of saying exit eighteen , the prompter says , exitoneeight  .
this is not , however , a big deal  .
i had either a first or second generation magellan and my brother has always had tomtom    and i must say that my magellans have always out    performed his tomtoms .
updated  .
on jan 12 , 2009  .
have had the magellan 1412 for two weeks  .
returned a tomtom xl    s (poor signal , could not pronounce names correctly)  .
magellan works great  .
nice big , clear screen and pronounces names clearly and correctly  .
can also receive signal inside house when programing  .
also has six million poi  .
you also have the ability to create your own poi  .
i would recommend this gps as a good value for the price .
this is my first gps and it has more than i am looking for  .
real time traffic , who cares  .
i live in reno  .
too much traffic in your city move  .
would like the map to update a bit quicker but i do not speed and you should be looking at the road in front of you not the gps  .
and it says that when you start up the gps  .
the map location is about 50 to 100 feet off but if you are not speeding it gives you a good update  .
i hate the way the entry of names/streets are  .
it goes exactly abcdef it would be better if it is a standard keyboard layout  .
even my blackberry has a keyboard layout  .
waiting to see if i can load trails for my atv ; it has a sd slot so it should work and i would not need anything else  .
just because they make funny tv adds got a uni    brow jonjon does not mean they are better  .
higher price to pay for advertising .
i have only had this unit for about a week , but it is a solid gps  .
it gives plenty of warning (much better than my older garmin c340)for each turn starting at two miles out and then a bell when you approach the turn  .
the text    to    speech is as good as can be expected and the screen is easy to see and read the windshield mount is solid and it finds satellites very quickly this gps does not have all the completely unnecessary gadgets like mp3 or video viewer , nor does it have a traffic receiver , but it's very easy to use and a great unit for the money .
great 1st gps  .
still too new for a complete review , but so far , i love it .
i'd purchased a magellan maestro from costco , it worked well , but the screen is too small  .
the 1412 is exchanged for the maestro  .
the screen is more legible , the instructional voice is clear with text to speech , the split screen helps at an exit ramp with multiple branches  .
i've run it almost two hours off of its own battery versus the car charger i now use it locally to save gas , because it will find routes shorter than i usually norm the only bad things and they are minor , is that when you ignore its route selection , it does not say 'recalculating' like some of the others  .
it just does it and gives you new instructions  .
plus it does not have a home charger  .
with instant rebate , i got it for $150  .
i think it great  .
overall , i think this unit is better than the garmin nuvi 260w i just returned backt o the store  .
the features are comparable , but the nuvi had wider selection is voices to choose from  .
the nuvi did not freeze up  .
the 1412 , however , locks in in satelites alot quicker than the nuvi  .
both systems have outdated maps , at least for the area i live in  .
the 1412 showed some streets that do not exist anymore  .
i think the map is at least 3 years old  .
some pois are outdated as well  .
during a search of my area , it came up with stores that have been out of business for years  .
for example , it showed a wal mart that has been clopsed for 5 years  .
overall , i think this is a better value than the garmin  .
side by side , the garmin looks better  .
